BOUT_UID,EVENT,BOUT,FIGHTER_2,FIGHTER_1,CTRL_mean,CTRL against_mean,OUTCOME
512,UFC 289: Nunes vs. Aldana,Kyle Nelson vs. Blake Bilder,Blake Bilder,Kyle Nelson,46.66666666666666,193.33333333333331,1
511,UFC 289: Nunes vs. Aldana,Aiemann Zahabi vs. Aoriqileng,Aoriqileng,Aiemann Zahabi,-41.25,-152.5,1
510,UFC 289: Nunes vs. Aldana,Miranda Maverick vs. Jasmine Jasudavicius,Jasmine Jasudavicius,Miranda Maverick,-230.16666666666669,127.83333333333331,0
509,UFC 289: Nunes vs. Aldana,Nassourdine Imavov vs. Chris Curtis,Chris Curtis,Nassourdine Imavov,127.49999999999999,180.66666666666666,0
508,UFC 289: Nunes vs. Aldana,Marc-Andre Barriault vs. Eryk Anders,Eryk Anders,Marc-Andre Barriault,-102.16666666666669,103.93333333333334,1
507,UFC 289: Nunes vs. Aldana,Dan Ige vs. Nate Landwehr,Nate Landwehr,Dan Ige,-14.756410256410234,111.11538461538461,1
506,UFC 289: Nunes vs. Aldana,Mike Malott vs. Adam Fugitt,Adam Fugitt,Mike Malott,-91.5,2.0,1
505,UFC 289: Nunes vs. Aldana,Charles Oliveira vs. Beneil Dariush,Beneil Dariush,Charles Oliveira,-101.85,73.95,1
504,UFC 289: Nunes vs. Aldana,Amanda Nunes vs. Irene Aldana,Irene Aldana,Amanda Nunes,199.2887700534759,-72.24064171122997,1
503,UFC Fight Night: Vettori vs. Cannonier,Zac Pauga vs. Modestas Bukauskas,Modestas Bukauskas,Zac Pauga,247.8,-49.3,0
502,UFC Fight Night: Vettori vs. Cannonier,Dan Argueta vs. Ronnie Lawrence,Ronnie Lawrence,Dan Argueta,68.33333333333331,89.0,0
501,UFC Fight Night: Vettori vs. Cannonier,Tereza Bleda vs. Gabriella Fernandes,Gabriella Fernandes,Tereza Bleda,292.0,-558.0,1
500,UFC Fight Night: Vettori vs. Cannonier,Carlos Hernandez vs. Denys Bondar,Denys Bondar,Carlos Hernandez,4.0,100.0,1
499,UFC Fight Night: Vettori vs. Cannonier,Kyung Ho Kang vs. Cristian Quinonez,Cristian Quinonez,Kyung Ho Kang,287.45454545454544,157.9090909090909,1
498,UFC Fight Night: Vettori vs. Cannonier,Jimmy Flick vs. Alessandro Costa,Alessandro Costa,Jimmy Flick,12.0,-264.0,0
497,UFC Fight Night: Vettori vs. Cannonier,Nicolas Dalby vs. Muslim Salikhov,Muslim Salikhov,Nicolas Dalby,99.55000000000001,184.0,1
496,UFC Fight Night: Vettori vs. Cannonier,Manuel Torres vs. Nikolas Motta,Nikolas Motta,Manuel Torres,13.5,-3.0,1
495,UFC Fight Night: Vettori vs. Cannonier,Pat Sabatini vs. Lucas Almeida,Lucas Almeida,Pat Sabatini,213.39999999999998,-6.200000000000003,1
494,UFC Fight Night: Vettori vs. Cannonier,Armen Petrosyan vs. Christian Leroy Duncan,Christian Leroy Duncan,Armen Petrosyan,-42.66666666666667,49.66666666666663,1
493,UFC Fight Night: Vettori vs. Cannonier,Arman Tsarukyan vs. Joaquim Silva,Joaquim Silva,Arman Tsarukyan,266.5,11.125,1
492,UFC Fight Night: Vettori vs. Cannonier,Marvin Vettori vs. Jared Cannonier,Jared Cannonier,Marvin Vettori,190.4047619047619,-61.63333333333334,0
491,UFC Fight Night: Emmett vs. Topuria,Cody Brundage vs. Sedriques Dumas,Sedriques Dumas,Cody Brundage,74.0,-66.19999999999999,0
490,UFC Fight Night: Emmett vs. Topuria,Jamall Emmers vs. Jack Jenkins,Jack Jenkins,Jamall Emmers,-159.0,-109.5,0
489,UFC Fight Night: Emmett vs. Topuria,Trevor Peek vs. Chepe Mariscal,Chepe Mariscal,Trevor Peek,-313.0,52.0,0
488,UFC Fight Night: Emmett vs. Topuria,Zhalgas Zhumagulov vs. Joshua Van,Joshua Van,Zhalgas Zhumagulov,76.16666666666667,-14.166666666666664,0
487,UFC Fight Night: Emmett vs. Topuria,Tabatha Ricci vs. Gillian Robertson,Gillian Robertson,Tabatha Ricci,60.89285714285717,-100.35714285714286,1
486,UFC Fight Night: Emmett vs. Topuria,Mateusz Rebecki vs. Loik Radzhabov,Loik Radzhabov,Mateusz Rebecki,48.0,3.0,1
485,UFC Fight Night: Emmett vs. Topuria,Randy Brown vs. Wellington Turman,Wellington Turman,Randy Brown,-84.48571428571428,-24.35238095238094,1
484,UFC Fight Night: Emmett vs. Topuria,Neil Magny vs. Phil Rowe,Phil Rowe,Neil Magny,40.80000000000001,2.4499999999999886,1
483,UFC Fight Night: Emmett vs. Topuria,Brendan Allen vs. Bruno Silva,Bruno Silva,Brendan Allen,42.62121212121215,26.318181818181813,1
482,UFC Fight Night: Emmett vs. Topuria,David Onama vs. Gabriel Santos,Gabriel Santos,David Onama,-177.75,101.5,1
481,UFC Fight Night: Emmett vs. Topuria,Austen Lane vs. Justin Tafa,Justin Tafa,Austen Lane,-42.833333333333336,-12.833333333333334,0
480,UFC Fight Night: Emmett vs. Topuria,Amanda Ribas vs. Maycee Barber,Maycee Barber,Amanda Ribas,99.41666666666666,-206.73611111111111,0
479,UFC Fight Night: Emmett vs. Topuria,Josh Emmett vs. Ilia Topuria,Ilia Topuria,Josh Emmett,-96.38333333333334,-33.91666666666667,0
478,UFC Fight Night: Strickland vs. Magomedov,Alexandr Romanov vs. Blagoy Ivanov,Blagoy Ivanov,Alexandr Romanov,179.28571428571428,-66.42857142857143,1
477,UFC Fight Night: Strickland vs. Magomedov,Ivana Petrovic vs. Luana Carolina,Luana Carolina,Ivana Petrovic,149.5,147.83333333333337,0
476,UFC Fight Night: Strickland vs. Magomedov,Guram Kutateladze vs. Elves Brener,Elves Brener,Guram Kutateladze,20.0,-3.5,0
475,UFC Fight Night: Strickland vs. Magomedov,Yana Santos vs. Karol Rosa,Karol Rosa,Yana Santos,-228.14285714285722,429.1428571428571,0
474,UFC Fight Night: Strickland vs. Magomedov,Joanderson Brito vs. Westin Wilson,Westin Wilson,Joanderson Brito,128.66666666666666,-27.333333333333314,1
473,UFC Fight Night: Strickland vs. Magomedov,Kevin Lee vs. Rinat Fakhretdinov,Rinat Fakhretdinov,Kevin Lee,-516.9444444444445,33.11111111111112,0
472,UFC Fight Night: Strickland vs. Magomedov,Brunno Ferreira vs. Nursulton Ruziboev,Nursulton Ruziboev,Brunno Ferreira,0.0,10.0,0
471,UFC Fight Night: Strickland vs. Magomedov,Ismael Bonfim vs. Benoit Saint Denis,Benoit Saint Denis,Ismael Bonfim,-171.66666666666663,89.33333333333334,0
470,UFC Fight Night: Strickland vs. Magomedov,Ariane Lipski vs. Melissa Gatto,Melissa Gatto,Ariane Lipski,-39.55555555555554,-152.44444444444446,1
469,UFC Fight Night: Strickland vs. Magomedov,Max Griffin vs. Michael Morales,Michael Morales,Max Griffin,94.0,33.28571428571428,0
468,UFC Fight Night: Strickland vs. Magomedov,Damir Ismagulov vs. Grant Dawson,Grant Dawson,Damir Ismagulov,-263.33333333333337,40.708333333333314,0
467,UFC Fight Night: Strickland vs. Magomedov,Sean Strickland vs. Abus Magomedov,Abus Magomedov,Sean Strickland,98.44444444444444,53.5,1
466,UFC 290: Volkanovski vs. Rodriguez,Kamuela Kirk vs. Esteban Ribovics,Esteban Ribovics,Kamuela Kirk,16.0,-85.5,0
465,UFC 290: Volkanovski vs. Rodriguez,Shannon Ross vs. Jesus Aguilar,Jesus Aguilar,Shannon Ross,-23.0,-229.0,0
464,UFC 290: Volkanovski vs. Rodriguez,Cameron Saaiman vs. Terrence Mitchell,Terrence Mitchell,Cameron Saaiman,252.0,43.0,1
463,UFC 290: Volkanovski vs. Rodriguez,Vitor Petrino vs. Marcin Prachnio,Marcin Prachnio,Vitor Petrino,350.57142857142856,215.42857142857144,1
462,UFC 290: Volkanovski vs. Rodriguez,Jimmy Crute vs. Alonzo Menifield,Alonzo Menifield,Jimmy Crute,-4.474999999999994,3.549999999999997,0
461,UFC 290: Volkanovski vs. Rodriguez,Yazmin Jauregui vs. Denise Gomes,Denise Gomes,Yazmin Jauregui,-190.5,-225.5,0
460,UFC 290: Volkanovski vs. Rodriguez,Tatsuro Taira vs. Edgar Chairez,Edgar Chairez,Tatsuro Taira,316.6666666666667,-504.0,1
459,UFC 290: Volkanovski vs. Rodriguez,Robbie Lawler vs. Niko Price,Niko Price,Robbie Lawler,-18.631372549019602,103.64313725490197,1
458,UFC 290: Volkanovski vs. Rodriguez,Bo Nickal vs. Val Woodburn,Val Woodburn,Bo Nickal,150.0,-2.0,1
457,UFC 290: Volkanovski vs. Rodriguez,Jalin Turner vs. Dan Hooker,Dan Hooker,Jalin Turner,-41.16111111111111,38.816666666666684,0
456,UFC 290: Volkanovski vs. Rodriguez,Robert Whittaker vs. Dricus Du Plessis,Dricus Du Plessis,Robert Whittaker,-37.452631578947376,4.694736842105257,0
455,UFC 290: Volkanovski vs. Rodriguez,Brandon Moreno vs. Alexandre Pantoja,Alexandre Pantoja,Brandon Moreno,62.88095238095235,-0.4166666666666714,0
454,UFC 290: Volkanovski vs. Rodriguez,Alexander Volkanovski vs. Yair Rodriguez,Yair Rodriguez,Alexander Volkanovski,152.84615384615387,-152.46153846153845,1
453,UFC Fight Night: Holm vs. Bueno Silva,Ashlee Evans-Smith vs. Ailin Perez,Ailin Perez,Ashlee Evans-Smith,7.375,-320.125,0
452,UFC Fight Night: Holm vs. Bueno Silva,Alexander Munoz vs. Carl Deaton,Carl Deaton,Alexander Munoz,97.5,-528.5,1
451,UFC Fight Night: Holm vs. Bueno Silva,Tyson Nam vs. Azat Maksum,Azat Maksum,Tyson Nam,-3.8571428571428577,-19.714285714285715,0
450,UFC Fight Night: Holm vs. Bueno Silva,Evan Elder vs. Genaro Valdez,Genaro Valdez,Evan Elder,95.5,70.0,1
449,UFC Fight Night: Holm vs. Bueno Silva,Austin Lingo vs. Melquizael Costa,Melquizael Costa,Austin Lingo,99.0,-203.5,0
448,UFC Fight Night: Holm vs. Bueno Silva,Viktoriia Dudakova vs. Istela Nunes,Istela Nunes,Viktoriia Dudakova,1.0,-266.6666666666667,1
447,UFC Fight Night: Holm vs. Bueno Silva,Tucker Lutz vs. Melsik Baghdasaryan,Melsik Baghdasaryan,Tucker Lutz,89.0,256.66666666666663,0
446,UFC Fight Night: Holm vs. Bueno Silva,Nazim Sadykhov vs. Terrance McKinney,Terrance McKinney,Nazim Sadykhov,-61.8,78.0,1
445,UFC Fight Night: Holm vs. Bueno Silva,Norma Dumont vs. Chelsea Chandler,Chelsea Chandler,Norma Dumont,59.14285714285717,166.8571428571429,1
444,UFC Fight Night: Holm vs. Bueno Silva,Albert Duraev vs. JunYong Park,JunYong Park,Albert Duraev,49.66666666666663,15.666666666666666,0
443,UFC Fight Night: Holm vs. Bueno Silva,Ottman Azaitar vs. Francisco Prado,Francisco Prado,Ottman Azaitar,-4.333333333333333,-286.3333333333333,0
442,UFC Fight Night: Holm vs. Bueno Silva,Jack Della Maddalena vs. Bassil Hafez,Bassil Hafez,Jack Della Maddalena,-394.75,-69.0,1
441,UFC Fight Night: Holm vs. Bueno Silva,Holly Holm vs. Mayra Bueno Silva,Mayra Bueno Silva,Holly Holm,190.30357142857144,-135.35714285714286,0
440,UFC Fight Night: Aspinall vs. Tybura,Jafel Filho vs. Daniel Barez,Daniel Barez,Jafel Filho,38.0,440.0,1
439,UFC Fight Night: Aspinall vs. Tybura,Shauna Bannon vs. Bruna Brasil,Bruna Brasil,Shauna Bannon,-14.0,-32.0,0
438,UFC Fight Night: Aspinall vs. Tybura,Chris Duncan vs. Yanal Ashmouz,Yanal Ashmouz,Chris Duncan,384.0,2.0,1
437,UFC Fight Night: Aspinall vs. Tybura,Ketlen Vieira vs. Pannie Kianzad,Pannie Kianzad,Ketlen Vieira,128.125,-56.849999999999994,1
436,UFC Fight Night: Aspinall vs. Tybura,Makhmud Muradov vs. Bryan Barberena,Bryan Barberena,Makhmud Muradov,11.200000000000003,-107.1058823529412,1
435,UFC Fight Night: Aspinall vs. Tybura,Mick Parkin vs. Jamal Pogues,Jamal Pogues,Mick Parkin,-349.0,5.0,1
434,UFC Fight Night: Aspinall vs. Tybura,Marc Diakiese vs. Joel Alvarez,Joel Alvarez,Marc Diakiese,212.9102564102564,-30.6153846153846,0
433,UFC Fight Night: Aspinall vs. Tybura,Danny Roberts vs. Jonny Parsons,Jonny Parsons,Danny Roberts,2.07692307692308,146.3846153846154,0
432,UFC Fight Night: Aspinall vs. Tybura,Davey Grant vs. Daniel Marcos,Daniel Marcos,Davey Grant,62.36363636363636,-10.63636363636364,0
431,UFC Fight Night: Aspinall vs. Tybura,Lerone Murphy vs. Josh Culibao,Josh Culibao,Lerone Murphy,135.0,-62.0,1
430,UFC Fight Night: Aspinall vs. Tybura,Jai Herbert vs. Fares Ziam,Fares Ziam,Jai Herbert,-0.8333333333333144,-81.0,0
429,UFC Fight Night: Aspinall vs. Tybura,Paul Craig vs. Andre Muniz,Andre Muniz,Paul Craig,-122.86666666666666,68.99999999999997,1
428,UFC Fight Night: Aspinall vs. Tybura,Nathaniel Wood vs. Andre Fili,Andre Fili,Nathaniel Wood,29.842105263157876,-74.28289473684212,1
427,UFC Fight Night: Aspinall vs. Tybura,Molly McCann vs. Julija Stoliarenko,Julija Stoliarenko,Molly McCann,32.033333333333346,-107.63333333333333,0
426,UFC Fight Night: Aspinall vs. Tybura,Tom Aspinall vs. Marcin Tybura,Marcin Tybura,Tom Aspinall,-170.33333333333334,-108.42156862745097,1
425,UFC 291: Poirier vs. Gaethje 2,Miranda Maverick vs. Priscila Cachoeira,Priscila Cachoeira,Miranda Maverick,151.01785714285714,53.071428571428555,1
424,UFC 291: Poirier vs. Gaethje 2,Matthew Semelsberger vs. Uros Medic,Uros Medic,Matthew Semelsberger,101.79166666666667,104.95833333333334,0
423,UFC 291: Poirier vs. Gaethje 2,Jake Matthews vs. Darrius Flowers,Darrius Flowers,Jake Matthews,124.64705882352945,38.117647058823536,1
422,UFC 291: Poirier vs. Gaethje 2,Roman Kopylov vs. Claudio Ribeiro,Claudio Ribeiro,Roman Kopylov,-92.0,-54.75,1
421,UFC 291: Poirier vs. Gaethje 2,CJ Vergara vs. Vinicius Salvador,Vinicius Salvador,CJ Vergara,136.75,-144.25,1
420,UFC 291: Poirier vs. Gaethje 2,Gabriel Bonfim vs. Trevin Giles,Trevin Giles,Gabriel Bonfim,-137.8181818181818,-166.45454545454547,1
419,UFC 291: Poirier vs. Gaethje 2,Michael Chiesa vs. Kevin Holland,Kevin Holland,Michael Chiesa,171.1143790849673,-125.46405228758171,0
418,UFC 291: Poirier vs. Gaethje 2,Tony Ferguson vs. Bobby Green,Bobby Green,Tony Ferguson,-76.9,94.24999999999999,0
417,UFC 291: Poirier vs. Gaethje 2,Derrick Lewis vs. Marcos Rogerio de Lima,Marcos Rogerio de Lima,Derrick Lewis,-111.4,104.61250000000001,1
416,UFC 291: Poirier vs. Gaethje 2,Jan Blachowicz vs. Alex Pereira,Alex Pereira,Jan Blachowicz,76.3157894736842,66.6421052631579,0
415,UFC 291: Poirier vs. Gaethje 2,Dustin Poirier vs. Justin Gaethje,Justin Gaethje,Dustin Poirier,82.98636363636363,100.52727272727273,0
414,UFC Fight Night: Sandhagen vs. Font,Ode Osbourne vs. Assu Almabayev,Assu Almabayev,Ode Osbourne,-294.2857142857143,30.714285714285722,0
413,UFC Fight Night: Sandhagen vs. Font,Sean Woodson vs. Dennis Buzukja,Dennis Buzukja,Sean Woodson,-127.6,-165.0,1
412,UFC Fight Night: Sandhagen vs. Font,Cody Durden vs. Jake Hadley,Jake Hadley,Cody Durden,227.71428571428572,-197.57142857142858,1
411,UFC Fight Night: Sandhagen vs. Font,Billy Quarantillo vs. Damon Jackson,Damon Jackson,Billy Quarantillo,-20.55000000000001,75.325,1
410,UFC Fight Night: Sandhagen vs. Font,Jeremiah Wells vs. Carlston Harris,Carlston Harris,Jeremiah Wells,114.0,7.0,0
409,UFC Fight Night: Sandhagen vs. Font,Kyler Phillips vs. Raoni Barcelos,Raoni Barcelos,Kyler Phillips,12.266666666666652,60.888888888888886,1
408,UFC Fight Night: Sandhagen vs. Font,Ignacio Bahamondes vs. Ludovit Klein,Ludovit Klein,Ignacio Bahamondes,-142.91666666666663,-57.583333333333314,0
407,UFC Fight Night: Sandhagen vs. Font,Tanner Boser vs. Aleksa Camur,Aleksa Camur,Tanner Boser,-95.00000000000001,-147.44444444444446,1
406,UFC Fight Night: Sandhagen vs. Font,Diego Lopes vs. Gavin Tucker,Gavin Tucker,Diego Lopes,-91.16666666666666,409.1666666666667,1
405,UFC Fight Night: Sandhagen vs. Font,Dustin Jacoby vs. Kennedy Nzechukwu,Kennedy Nzechukwu,Dustin Jacoby,-84.10101010101009,-62.80808080808082,1
404,UFC Fight Night: Sandhagen vs. Font,Jessica Andrade vs. Tatiana Suarez,Tatiana Suarez,Jessica Andrade,-306.2166666666667,24.233333333333334,0
403,UFC Fight Night: Sandhagen vs. Font,Cory Sandhagen vs. Rob Font,Rob Font,Cory Sandhagen,48.166666666666686,-21.783333333333317,1
402,UFC Fight Night: Luque vs. Dos Anjos,Juliana Miller vs. Luana Santos,Luana Santos,Juliana Miller,303.5,237.0,0
401,UFC Fight Night: Luque vs. Dos Anjos,Da'Mon Blackshear vs. Jose Johnson,Jose Johnson,Da'Mon Blackshear,174.33333333333334,38.333333333333314,1
400,UFC Fight Night: Luque vs. Dos Anjos,Jaqueline Amorim vs. Montserrat Conejo Ruiz,Montserrat Conejo Ruiz,Jaqueline Amorim,3.0,-63.0,1
399,UFC Fight Night: Luque vs. Dos Anjos,Josh Parisian vs. Martin Buday,Martin Buday,Josh Parisian,-77.06666666666663,238.0,0
398,UFC Fight Night: Luque vs. Dos Anjos,Francis Marshall vs. Isaac Dulgarian,Isaac Dulgarian,Francis Marshall,-44.5,8.5,0
397,UFC Fight Night: Luque vs. Dos Anjos,Terrance McKinney vs. Mike Breeden,Mike Breeden,Terrance McKinney,52.0,-87.83333333333333,1
396,UFC Fight Night: Luque vs. Dos Anjos,JP Buys vs. Marcus McGhee,Marcus McGhee,JP Buys,16.333333333333336,223.66666666666669,0
395,UFC Fight Night: Luque vs. Dos Anjos,Josh Fremd vs. Jamie Pickett,Jamie Pickett,Josh Fremd,92.1904761904762,106.38095238095241,1
394,UFC Fight Night: Luque vs. Dos Anjos,AJ Dobson vs. Tafon Nchukwi,Tafon Nchukwi,AJ Dobson,-62.8,216.9,1
393,UFC Fight Night: Luque vs. Dos Anjos,Polyana Viana vs. Iasmin Lucindo,Iasmin Lucindo,Polyana Viana,-10.25,149.75,0
392,UFC Fight Night: Luque vs. Dos Anjos,Khalil Rountree Jr. vs. Chris Daukaus,Chris Daukaus,Khalil Rountree Jr.,-10.461538461538462,75.28571428571429,1
391,UFC Fight Night: Luque vs. Dos Anjos,Cub Swanson vs. Hakeem Dawodu,Hakeem Dawodu,Cub Swanson,-10.016666666666673,13.588888888888874,1
390,UFC Fight Night: Luque vs. Dos Anjos,Vicente Luque vs. Rafael Dos Anjos,Rafael Dos Anjos,Vicente Luque,-205.37368421052628,-150.05263157894734,1
389,UFC 292: Sterling vs. O'Malley,Karine Silva vs. Maryna Moroz,Maryna Moroz,Karine Silva,-75.5,-130.6,1
388,UFC 292: Sterling vs. O'Malley,Andrea Lee vs. Natalia Silva,Natalia Silva,Andrea Lee,89.0,20.099999999999994,0
387,UFC 292: Sterling vs. O'Malley,Andre Petroski vs. Gerald Meerschaert,Gerald Meerschaert,Andre Petroski,284.4166666666667,-97.11111111111111,1
386,UFC 292: Sterling vs. O'Malley,Brad Katona vs. Cody Gibson,Cody Gibson,Brad Katona,139.25,-11.75,1
385,UFC 292: Sterling vs. O'Malley,Kurt Holobaugh vs. Austin Hubbard,Austin Hubbard,Kurt Holobaugh,3.1785714285714164,81.25,1
384,UFC 292: Sterling vs. O'Malley,Gregory Rodrigues vs. Denis Tiuliulin,Denis Tiuliulin,Gregory Rodrigues,65.5,-90.33333333333331,1
383,UFC 292: Sterling vs. O'Malley,Chris Weidman vs. Brad Tavares,Brad Tavares,Chris Weidman,109.75882352941177,-113.26176470588234,0
382,UFC 292: Sterling vs. O'Malley,Marlon Vera vs. Pedro Munhoz,Pedro Munhoz,Marlon Vera,32.31052631578947,149.8263157894737,1
381,UFC 292: Sterling vs. O'Malley,Da'Mon Blackshear vs. Mario Bautista,Mario Bautista,Da'Mon Blackshear,61.0,118.5,0
380,UFC 292: Sterling vs. O'Malley,Neil Magny vs. Ian Garry,Ian Garry,Neil Magny,128.9,181.5,0
379,UFC 292: Sterling vs. O'Malley,Zhang Weili vs. Amanda Lemos,Amanda Lemos,Zhang Weili,34.88888888888887,-26.0,1
378,UFC 292: Sterling vs. O'Malley,Aljamain Sterling vs. Sean O'Malley,Sean O'Malley,Aljamain Sterling,238.13333333333333,70.23333333333335,0
377,UFC Fight Night: Gane vs. Spivac,Zarah Fairn vs. Jacqueline Cavalcanti,Jacqueline Cavalcanti,Zarah Fairn,2.333333333333334,151.33333333333334,0
376,UFC Fight Night: Gane vs. Spivac,Farid Basharat vs. Kleydson Rodrigues,Kleydson Rodrigues,Farid Basharat,231.0,28.0,1
375,UFC Fight Night: Gane vs. Spivac,Nora Cornolle vs. Joselyne Edwards,Joselyne Edwards,Nora Cornolle,69.16666666666666,166.66666666666669,1
374,UFC Fight Night: Gane vs. Spivac,Ange Loosa vs. Rhys McKee,Rhys McKee,Ange Loosa,161.0,-117.5,1
373,UFC Fight Night: Gane vs. Spivac,Taylor Lapilus vs. Caolan Loughran,Caolan Loughran,Taylor Lapilus,-198.5,149.0,1
372,UFC Fight Night: Gane vs. Spivac,Morgan Charriere vs. Manolo Zecchini,Manolo Zecchini,Morgan Charriere,3.0,-3.0,1
371,UFC Fight Night: Gane vs. Spivac,William Gomis vs. Yanis Ghemmouri,Yanis Ghemmouri,William Gomis,88.5,82.0,1
370,UFC Fight Night: Gane vs. Spivac,Volkan Oezdemir vs. Bogdan Guskov,Bogdan Guskov,Volkan Oezdemir,76.16666666666667,12.083333333333314,1
369,UFC Fight Night: Gane vs. Spivac,Benoit Saint Denis vs. Thiago Moises,Thiago Moises,Benoit Saint Denis,78.75,-129.3,1
368,UFC Fight Night: Gane vs. Spivac,Manon Fiorot vs. Rose Namajunas,Rose Namajunas,Manon Fiorot,-56.338461538461544,-51.138461538461534,1
367,UFC Fight Night: Gane vs. Spivac,Ciryl Gane vs. Serghei Spivac,Serghei Spivac,Ciryl Gane,-124.70000000000002,-16.800000000000004,1
366,UFC 293: Adesanya vs. Strickland,Kevin Jousset vs. Kiefer Crosbie,Kiefer Crosbie,Kevin Jousset,45.0,-45.0,1
365,UFC 293: Adesanya vs. Strickland,Shane Young vs. Gabriel Miranda,Gabriel Miranda,Shane Young,37.5,-81.16666666666669,0
364,UFC 293: Adesanya vs. Strickland,Blood Diamond vs. Charles Radtke,Charles Radtke,Blood Diamond,-545.5,394.5,0
363,UFC 293: Adesanya vs. Strickland,Nasrat Haqparast vs. Landon Quinones,Landon Quinones,Nasrat Haqparast,-7.700000000000003,74.0,1
362,UFC 293: Adesanya vs. Strickland,Jamie Mullarkey vs. John Makdessi,John Makdessi,Jamie Mullarkey,139.57236842105263,7.67763157894737,1
361,UFC 293: Adesanya vs. Strickland,Jack Jenkins vs. Chepe Mariscal,Chepe Mariscal,Jack Jenkins,-141.5,113.5,0
360,UFC 293: Adesanya vs. Strickland,Carlos Ulberg vs. Da Woon Jung,Da Woon Jung,Carlos Ulberg,-154.6,-145.6,1
359,UFC 293: Adesanya vs. Strickland,Tyson Pedro vs. Anton Turkalj,Anton Turkalj,Tyson Pedro,-67.11111111111111,-209.5,1
358,UFC 293: Adesanya vs. Strickland,Justin Tafa vs. Austen Lane,Austen Lane,Justin Tafa,36.71428571428572,11.0,1
357,UFC 293: Adesanya vs. Strickland,Manel Kape vs. Felipe dos Santos,Felipe dos Santos,Manel Kape,17.0,22.400000000000006,1
356,UFC 293: Adesanya vs. Strickland,Tai Tuivasa vs. Alexander Volkov,Alexander Volkov,Tai Tuivasa,7.42307692307692,-124.1868131868132,0
355,UFC 293: Adesanya vs. Strickland,Israel Adesanya vs. Sean Strickland,Sean Strickland,Israel Adesanya,-55.284210526315796,87.63859649122807,0
354,UFC Fight Night: Grasso vs. Shevchenko 2,Josefine Knutsson vs. Marnic Mann,Marnic Mann,Josefine Knutsson,616.0,-616.0,1
353,UFC Fight Night: Grasso vs. Shevchenko 2,Alex Reyes vs. Charlie Campbell,Charlie Campbell,Alex Reyes,16.0,1.0,0
352,UFC Fight Night: Grasso vs. Shevchenko 2,Tracy Cortez vs. Jasmine Jasudavicius,Jasmine Jasudavicius,Tracy Cortez,64.5,50.75,1
351,UFC Fight Night: Grasso vs. Shevchenko 2,Edgar Chairez vs. Daniel Lacerda,Daniel Lacerda,Edgar Chairez,-15.0,419.0,0
350,UFC Fight Night: Grasso vs. Shevchenko 2,Roman Kopylov vs. Josh Fremd,Josh Fremd,Roman Kopylov,-216.3,-155.15,1
349,UFC Fight Night: Grasso vs. Shevchenko 2,Loopy Godinez vs. Elise Reed,Elise Reed,Loopy Godinez,201.375,-191.70833333333331,1
348,UFC Fight Night: Grasso vs. Shevchenko 2,Fernando Padilla vs. Kyle Nelson,Kyle Nelson,Fernando Padilla,-146.42857142857142,-191.8571428571429,0
347,UFC Fight Night: Grasso vs. Shevchenko 2,Daniel Zellhuber vs. Christos Giagos,Christos Giagos,Daniel Zellhuber,-120.33333333333334,-83.25,1
346,UFC Fight Night: Grasso vs. Shevchenko 2,Raul Rosas Jr. vs. Terrence Mitchell,Terrence Mitchell,Raul Rosas Jr.,145.0,128.0,1
345,UFC Fight Night: Grasso vs. Shevchenko 2,Kevin Holland vs. Jack Della Maddalena,Jack Della Maddalena,Kevin Holland,62.81052631578948,144.34736842105264,0
344,UFC Fight Night: Grasso vs. Shevchenko 2,Alexa Grasso vs. Valentina Shevchenko,Valentina Shevchenko,Alexa Grasso,-202.24242424242422,0.2969696969697111,0
343,UFC Fight Night: Fiziev vs. Gamrot,Tamires Vidal vs. Montserrat Rendon,Montserrat Rendon,Tamires Vidal,-235.0,-31.0,0
342,UFC Fight Night: Fiziev vs. Gamrot,Mizuki vs. Hannah Goldy,Hannah Goldy,Mizuki,85.25,119.75,1
341,UFC Fight Night: Fiziev vs. Gamrot,Mohammed Usman vs. Jake Collier,Jake Collier,Mohammed Usman,261.8846153846154,-84.3076923076923,1
340,UFC Fight Night: Fiziev vs. Gamrot,Jacob Malkoun vs. Cody Brundage,Cody Brundage,Jacob Malkoun,342.4666666666667,-231.0666666666667,0
339,UFC Fight Night: Fiziev vs. Gamrot,Tim Means vs. Andre Fialho,Andre Fialho,Tim Means,79.76666666666667,21.916666666666664,1
338,UFC Fight Night: Fiziev vs. Gamrot,Dan Argueta vs. Miles Johns,Miles Johns,Dan Argueta,221.5,128.66666666666663,0
337,UFC Fight Night: Fiziev vs. Gamrot,Ricardo Ramos vs. Charles Jourdain,Charles Jourdain,Ricardo Ramos,-31.5181818181818,-65.32727272727271,0
336,UFC Fight Night: Fiziev vs. Gamrot,Bryan Battle vs. AJ Fletcher,AJ Fletcher,Bryan Battle,-135.6,-29.599999999999994,1
335,UFC Fight Night: Fiziev vs. Gamrot,Marina Rodriguez vs. Michelle Waterson-Gomez,Michelle Waterson-Gomez,Marina Rodriguez,-11.954545454545453,251.72727272727275,1
334,UFC Fight Night: Fiziev vs. Gamrot,Bryce Mitchell vs. Dan Ige,Dan Ige,Bryce Mitchell,304.71428571428567,-8.142857142857139,1
333,UFC Fight Night: Fiziev vs. Gamrot,Rafael Fiziev vs. Mateusz Gamrot,Mateusz Gamrot,Rafael Fiziev,-114.55357142857142,35.60714285714286,0
