BOUT_UID,EVENT,BOUT,FIGHTER_2,FIGHTER_1,CTRL_mean,CTRL against_mean,OUTCOME
332,UFC Fight Night: Dawson vs. Green,Montana De La Rosa vs. JJ Aldrich,JJ Aldrich,Montana De La Rosa,148.58333333333334,48.599999999999994,0
331,UFC Fight Night: Dawson vs. Green,Aoriqileng vs. Johnny Munoz,Johnny Munoz,Aoriqileng,-130.20000000000002,-14.400000000000006,1
330,UFC Fight Night: Dawson vs. Green,Vanessa Demopoulos vs. Kanako Murata,Kanako Murata,Vanessa Demopoulos,-188.3,67.8,1
329,UFC Fight Night: Dawson vs. Green,Nate Maness vs. Mateus Mendonca,Mateus Mendonca,Nate Maness,-112.2,-16.80000000000001,1
328,UFC Fight Night: Dawson vs. Green,Karolina Kowalkiewicz vs. Diana Belbita,Diana Belbita,Karolina Kowalkiewicz,17.866666666666674,-103.33333333333334,1
327,UFC Fight Night: Dawson vs. Green,Alexander Hernandez vs. Bill Algeo,Bill Algeo,Alexander Hernandez,-84.72727272727273,-163.29870129870127,0
326,UFC Fight Night: Dawson vs. Green,Drew Dober vs. Ricky Glenn,Ricky Glenn,Drew Dober,-61.77777777777777,-67.23333333333335,1
325,UFC Fight Night: Dawson vs. Green,Alex Morono vs. Joaquin Buckley,Joaquin Buckley,Alex Morono,2.133333333333333,22.888888888888886,0
324,UFC Fight Night: Dawson vs. Green,Joe Pyfer vs. Abdul Razak Alhassan,Abdul Razak Alhassan,Joe Pyfer,-49.04545454545455,-140.8181818181818,1
323,UFC Fight Night: Dawson vs. Green,Grant Dawson vs. Bobby Green,Bobby Green,Grant Dawson,384.01666666666665,1.01111111111112,0
322,UFC Fight Night: Yusuff vs. Barboza,Ashley Yoder vs. Emily Ducote,Emily Ducote,Ashley Yoder,256.6333333333333,193.26666666666665,0
321,UFC Fight Night: Yusuff vs. Barboza,Chris Gutierrez vs. Alatengheili,Alatengheili,Chris Gutierrez,-33.03333333333333,109.80000000000001,1
320,UFC Fight Night: Yusuff vs. Barboza,Irina Alekseeva vs. Melissa Dixon,Melissa Dixon,Irina Alekseeva,-495.0,-50.0,0
319,UFC Fight Night: Yusuff vs. Barboza,Terrance McKinney vs. Brendon Marotte,Brendon Marotte,Terrance McKinney,94.71428571428572,3.571428571428573,1
318,UFC Fight Night: Yusuff vs. Barboza,Tainara Lisboa vs. Ravena Oliveira,Ravena Oliveira,Tainara Lisboa,-193.0,41.0,1
317,UFC Fight Night: Yusuff vs. Barboza,Darren Elkins vs. TJ Brown,TJ Brown,Darren Elkins,-13.449999999999989,-66.23571428571428,1
316,UFC Fight Night: Yusuff vs. Barboza,Christian Rodriguez vs. Cameron Saaiman,Cameron Saaiman,Christian Rodriguez,-54.0,228.0,1
315,UFC Fight Night: Yusuff vs. Barboza,Andre Petroski vs. Michel Pereira,Michel Pereira,Andre Petroski,265.75,-28.0,0
314,UFC Fight Night: Yusuff vs. Barboza,Jonathan Martinez vs. Adrian Yanez,Adrian Yanez,Jonathan Martinez,124.50000000000001,69.08333333333333,1
313,UFC Fight Night: Yusuff vs. Barboza,Jennifer Maia vs. Viviane Araujo,Viviane Araujo,Jennifer Maia,-40.17171717171718,82.77777777777776,0
312,UFC Fight Night: Yusuff vs. Barboza,Sodiq Yusuff vs. Edson Barboza,Edson Barboza,Sodiq Yusuff,83.14285714285714,-63.48571428571428,0
311,UFC Fight Night: Almeida vs. Lewis,Kaue Fernandes vs. Marc Diakiese,Marc Diakiese,Kaue Fernandes,-127.14285714285717,423.2857142857143,0
310,UFC Fight Night: Almeida vs. Lewis,Eduarda Moura vs. Montserrat Conejo Ruiz,Montserrat Conejo Ruiz,Eduarda Moura,138.0,-483.0,1
309,UFC Fight Night: Almeida vs. Lewis,Angela Hill vs. Denise Gomes,Denise Gomes,Angela Hill,-79.08333333333331,-25.816666666666663,1
308,UFC Fight Night: Almeida vs. Lewis,Vitor Petrino vs. Modestas Bukauskas,Modestas Bukauskas,Vitor Petrino,422.5,78.83333333333333,1
307,UFC Fight Night: Almeida vs. Lewis,Rinat Fakhretdinov vs. Elizeu Zaleski dos Santos,Elizeu Zaleski dos Santos,Rinat Fakhretdinov,472.5641025641026,-110.0,0
306,UFC Fight Night: Almeida vs. Lewis,Elves Brener vs. Kaynan Kruschewsky,Kaynan Kruschewsky,Elves Brener,84.0,134.0,1
305,UFC Fight Night: Almeida vs. Lewis,Caio Borralho vs. Abus Magomedov,Abus Magomedov,Caio Borralho,415.25,94.5,1
304,UFC Fight Night: Almeida vs. Lewis,Rodrigo Nascimento vs. Don'Tale Mayes,Don'Tale Mayes,Rodrigo Nascimento,-0.8285714285714221,-111.4,1
303,UFC Fight Night: Almeida vs. Lewis,Gabriel Bonfim vs. Nicolas Dalby,Nicolas Dalby,Gabriel Bonfim,-161.27272727272728,-203.45454545454547,0
302,UFC Fight Night: Almeida vs. Lewis,Jailton Almeida vs. Derrick Lewis,Derrick Lewis,Jailton Almeida,222.50000000000003,-168.05,1
301,UFC 295: Prochazka vs. Pereira,Dennis Buzukja vs. Jamall Emmers,Jamall Emmers,Dennis Buzukja,-62.19999999999999,327.8,0
300,UFC 295: Prochazka vs. Pereira,Joshua Van vs. Kevin Borjas,Kevin Borjas,Joshua Van,-20.0,7.0,1
299,UFC 295: Prochazka vs. Pereira,John Castaneda vs. Kyung Ho Kang,Kyung Ho Kang,John Castaneda,-168.66666666666669,-99.15,1
298,UFC 295: Prochazka vs. Pereira,Jared Gordon vs. Mark Madsen,Mark Madsen,Jared Gordon,79.76923076923077,-34.33846153846153,1
297,UFC 295: Prochazka vs. Pereira,Nazim Sadykhov vs. Viacheslav Borshchev,Viacheslav Borshchev,Nazim Sadykhov,15.5,-154.5,0
296,UFC 295: Prochazka vs. Pereira,Mateusz Rebecki vs. Roosevelt Roberts,Roosevelt Roberts,Mateusz Rebecki,169.5,-138.75,1
295,UFC 295: Prochazka vs. Pereira,Tabatha Ricci vs. Loopy Godinez,Loopy Godinez,Tabatha Ricci,-23.80000000000001,-55.8,0
294,UFC 295: Prochazka vs. Pereira,Steve Erceg vs. Alessandro Costa,Alessandro Costa,Steve Erceg,64.0,-67.0,1
293,UFC 295: Prochazka vs. Pereira,Diego Lopes vs. Pat Sabatini,Pat Sabatini,Diego Lopes,-332.6666666666667,193.83333333333331,1
292,UFC 295: Prochazka vs. Pereira,Matt Frevola vs. Benoit Saint Denis,Benoit Saint Denis,Matt Frevola,-163.82222222222222,40.866666666666674,0
291,UFC 295: Prochazka vs. Pereira,Jessica Andrade vs. Mackenzie Dern,Mackenzie Dern,Jessica Andrade,-121.4818181818182,-74.5,1
290,UFC 295: Prochazka vs. Pereira,Sergei Pavlovich vs. Tom Aspinall,Tom Aspinall,Sergei Pavlovich,-34.42857142857142,16.42857142857143,0
289,UFC 295: Prochazka vs. Pereira,Jiri Prochazka vs. Alex Pereira,Alex Pereira,Jiri Prochazka,101.83333333333333,-2.8333333333333144,0
288,UFC Fight Night: Allen vs. Craig,Charles Johnson vs. Rafael Estevam,Rafael Estevam,Charles Johnson,-509.2,264.4,0
287,UFC Fight Night: Allen vs. Craig,Trey Ogden vs. Nikolas Motta,Nikolas Motta,Trey Ogden,51.66666666666667,94.00000000000001,0
286,UFC Fight Night: Allen vs. Craig,Lucie Pudilova vs. Ailin Perez,Ailin Perez,Lucie Pudilova,-211.38888888888889,-73.83333333333334,0
285,UFC Fight Night: Allen vs. Craig,Jeka Saragih vs. Lucas Alexander,Lucas Alexander,Jeka Saragih,-18.5,369.0,1
284,UFC Fight Night: Allen vs. Craig,Mick Parkin vs. Caio Machado,Caio Machado,Mick Parkin,-20.0,-306.0,1
283,UFC Fight Night: Allen vs. Craig,Christian Leroy Duncan vs. Denis Tiuliulin,Denis Tiuliulin,Christian Leroy Duncan,53.75,94.5,1
282,UFC Fight Night: Allen vs. Craig,Chad Anheliger vs. Jose Johnson,Jose Johnson,Chad Anheliger,40.0,-35.5,0
281,UFC Fight Night: Allen vs. Craig,Jonathan Pearce vs. Joanderson Brito,Joanderson Brito,Jonathan Pearce,157.33333333333331,-26.833333333333343,0
280,UFC Fight Night: Allen vs. Craig,Uros Medic vs. Myktybek Orolbai,Myktybek Orolbai,Uros Medic,-426.0,55.0,0
279,UFC Fight Night: Allen vs. Craig,Luana Pinheiro vs. Amanda Ribas,Amanda Ribas,Luana Pinheiro,-143.22222222222223,-15.777777777777786,0
278,UFC Fight Night: Allen vs. Craig,Payton Talbott vs. Nick Aguirre,Nick Aguirre,Payton Talbott,130.0,-268.0,1
277,UFC Fight Night: Allen vs. Craig,Chase Hooper vs. Jordan Leavitt,Jordan Leavitt,Chase Hooper,20.309523809523796,34.26190476190479,1
276,UFC Fight Night: Allen vs. Craig,Michael Morales vs. Jake Matthews,Jake Matthews,Michael Morales,-146.72222222222223,-6.0,1
275,UFC Fight Night: Allen vs. Craig,Brendan Allen vs. Paul Craig,Paul Craig,Brendan Allen,70.83333333333334,-70.08333333333331,1
274,UFC Fight Night: Dariush vs. Tsarukyan,Veronica Hardy vs. Jamey-Lyn Horth,Jamey-Lyn Horth,Veronica Hardy,389.0,-211.0,1
273,UFC Fight Night: Dariush vs. Tsarukyan,Wellington Turman vs. Jared Gooden,Jared Gooden,Wellington Turman,170.9,22.224999999999994,0
272,UFC Fight Night: Dariush vs. Tsarukyan,Rodolfo Bellato vs. Ihor Potieria,Ihor Potieria,Rodolfo Bellato,156.33333333333334,17.66666666666667,1
271,UFC Fight Night: Dariush vs. Tsarukyan,Drakkar Klose vs. Joe Solecki,Joe Solecki,Drakkar Klose,-271.44444444444446,8.500000000000028,1
270,UFC Fight Night: Dariush vs. Tsarukyan,Zach Reese vs. Cody Brundage,Cody Brundage,Zach Reese,-77.71428571428571,-185.14285714285722,0
269,UFC Fight Night: Dariush vs. Tsarukyan,Miesha Tate vs. Julia Avila,Julia Avila,Miesha Tate,70.66666666666663,-57.916666666666686,1
268,UFC Fight Night: Dariush vs. Tsarukyan,Punahele Soriano vs. Dustin Stoltzfus,Dustin Stoltzfus,Punahele Soriano,-126.80000000000001,-59.866666666666674,0
267,UFC Fight Night: Dariush vs. Tsarukyan,Clay Guida vs. Joaquim Silva,Joaquim Silva,Clay Guida,176.56666666666666,-87.81111111111112,0
266,UFC Fight Night: Dariush vs. Tsarukyan,Sean Brady vs. Kelvin Gastelum,Kelvin Gastelum,Sean Brady,159.98333333333332,-84.0,1
265,UFC Fight Night: Dariush vs. Tsarukyan,Rob Font vs. Deiveson Figueiredo,Deiveson Figueiredo,Rob Font,-51.75,34.70535714285714,0
264,UFC Fight Night: Dariush vs. Tsarukyan,Jalin Turner vs. Bobby Green,Bobby Green,Jalin Turner,-33.80000000000001,54.24999999999999,1
263,UFC Fight Night: Dariush vs. Tsarukyan,Beneil Dariush vs. Arman Tsarukyan,Arman Tsarukyan,Beneil Dariush,-73.0333333333333,-39.538888888888884,0
262,UFC Fight Night: Song vs. Gutierrez,Rayanne Amanda vs. Talita Alencar,Talita Alencar,Rayanne Amanda,-150.0,150.0,0
261,UFC Fight Night: Song vs. Gutierrez,Tatsuro Taira vs. Carlos Hernandez,Carlos Hernandez,Tatsuro Taira,363.83333333333337,-13.333333333333329,1
260,UFC Fight Night: Song vs. Gutierrez,Luana Santos vs. Stephanie Egger,Stephanie Egger,Luana Santos,-120.5,-110.16666666666666,1
259,UFC Fight Night: Song vs. Gutierrez,Steve Garcia vs. Melquizael Costa,Melquizael Costa,Steve Garcia,4.200000000000003,47.30000000000001,1
258,UFC Fight Night: Song vs. Gutierrez,HyunSung Park vs. Shannon Ross,Shannon Ross,HyunSung Park,107.0,158.0,1
257,UFC Fight Night: Song vs. Gutierrez,Song Kenan vs. Kevin Jousset,Kevin Jousset,Song Kenan,-30.714285714285715,61.57142857142857,0
256,UFC Fight Night: Song vs. Gutierrez,JunYong Park vs. Andre Muniz,Andre Muniz,JunYong Park,-32.214285714285694,-98.42857142857142,0
255,UFC Fight Night: Song vs. Gutierrez,Tim Elliott vs. Sumudaerji,Sumudaerji,Tim Elliott,170.36666666666662,44.04444444444445,1
254,UFC Fight Night: Song vs. Gutierrez,Nasrat Haqparast vs. Jamie Mullarkey,Jamie Mullarkey,Nasrat Haqparast,-102.59595959595958,56.64646464646465,1
253,UFC Fight Night: Song vs. Gutierrez,Anthony Smith vs. Khalil Rountree Jr.,Khalil Rountree Jr.,Anthony Smith,38.1015037593985,149.74436090225566,0
252,UFC Fight Night: Song vs. Gutierrez,Song Yadong vs. Chris Gutierrez,Chris Gutierrez,Song Yadong,32.28787878787878,-39.66666666666667,1
251,UFC 296: Edwards vs. Covington,Martin Buday vs. Shamil Gaziev,Shamil Gaziev,Martin Buday,34.75,55.25,0
250,UFC 296: Edwards vs. Covington,Andre Fili vs. Lucas Almeida,Lucas Almeida,Andre Fili,42.150000000000006,-120.75,1
249,UFC 296: Edwards vs. Covington,Tagir Ulanbekov vs. Cody Durden,Cody Durden,Tagir Ulanbekov,11.875,15.375,1
248,UFC 296: Edwards vs. Covington,Casey O'Neill vs. Ariane Lipski,Ariane Lipski,Casey O'Neill,110.30000000000001,-95.50000000000001,0
247,UFC 296: Edwards vs. Covington,Cody Garbrandt vs. Brian Kelleher,Brian Kelleher,Cody Garbrandt,-96.94871794871796,-66.2051282051282,1
246,UFC 296: Edwards vs. Covington,Irene Aldana vs. Karol Rosa,Karol Rosa,Irene Aldana,-251.79166666666669,-25.666666666666657,1
245,UFC 296: Edwards vs. Covington,Alonzo Menifield vs. Dustin Jacoby,Dustin Jacoby,Alonzo Menifield,114.41666666666666,11.977272727272734,1
244,UFC 296: Edwards vs. Covington,Josh Emmett vs. Bryce Mitchell,Bryce Mitchell,Josh Emmett,-337.91346153846155,-102.82692307692308,1
243,UFC 296: Edwards vs. Covington,Tony Ferguson vs. Paddy Pimblett,Paddy Pimblett,Tony Ferguson,-30.2,-54.05000000000001,0
242,UFC 296: Edwards vs. Covington,Shavkat Rakhmonov vs. Stephen Thompson,Stephen Thompson,Shavkat Rakhmonov,154.42105263157896,-74.0,1
241,UFC 296: Edwards vs. Covington,Alexandre Pantoja vs. Brandon Royval,Brandon Royval,Alexandre Pantoja,113.03296703296702,-70.67032967032968,1
240,UFC 296: Edwards vs. Covington,Leon Edwards vs. Colby Covington,Colby Covington,Leon Edwards,-246.37083333333328,203.55416666666667,1
239,UFC Fight Night: Ankalaev vs. Walker 2,Joshua Van vs. Felipe Bunes,Felipe Bunes,Joshua Van,-90.0,-28.5,1
238,UFC Fight Night: Ankalaev vs. Walker 2,Nikolas Motta vs. Tom Nolan,Tom Nolan,Nikolas Motta,1.25,66.75,1
237,UFC Fight Night: Ankalaev vs. Walker 2,Westin Wilson vs. Jean Silva,Jean Silva,Westin Wilson,-8.0,124.0,0
236,UFC Fight Night: Ankalaev vs. Walker 2,Farid Basharat vs. Taylor Lapilus,Taylor Lapilus,Farid Basharat,107.9,-116.80000000000001,1
235,UFC Fight Night: Ankalaev vs. Walker 2,Marcus McGhee vs. Gaston Bolanos,Gaston Bolanos,Marcus McGhee,-78.0,-329.5,1
234,UFC Fight Night: Ankalaev vs. Walker 2,Matthew Semelsberger vs. Preston Parsons,Preston Parsons,Matthew Semelsberger,-150.55555555555554,18.333333333333343,0
233,UFC Fight Night: Ankalaev vs. Walker 2,Andrei Arlovski vs. Waldo Cortes-Acosta,Waldo Cortes-Acosta,Andrei Arlovski,25.183333333333334,-10.900000000000006,0
232,UFC Fight Night: Ankalaev vs. Walker 2,Phil Hawes vs. Brunno Ferreira,Brunno Ferreira,Phil Hawes,155.78571428571428,32.35714285714285,0
231,UFC Fight Night: Ankalaev vs. Walker 2,Ricky Simon vs. Mario Bautista,Mario Bautista,Ricky Simon,117.55555555555554,-30.22222222222222,0
230,UFC Fight Night: Ankalaev vs. Walker 2,Jim Miller vs. Gabriel Benitez,Gabriel Benitez,Jim Miller,61.357692307692304,9.18076923076923,1
229,UFC Fight Night: Ankalaev vs. Walker 2,Magomed Ankalaev vs. Johnny Walker,Johnny Walker,Magomed Ankalaev,199.27272727272728,-62.99999999999999,1
228,UFC 297: Strickland vs. Du Plessis,Malcolm Gordon vs. Jimmy Flick,Jimmy Flick,Malcolm Gordon,81.83333333333333,99.49999999999999,0
227,UFC 297: Strickland vs. Du Plessis,Jasmine Jasudavicius vs. Priscila Cachoeira,Priscila Cachoeira,Jasmine Jasudavicius,367.06666666666666,-169.04444444444448,1
226,UFC 297: Strickland vs. Du Plessis,Yohan Lainesse vs. Sam Patterson,Sam Patterson,Yohan Lainesse,38.0,75.0,0
225,UFC 297: Strickland vs. Du Plessis,Gillian Robertson vs. Polyana Viana,Polyana Viana,Gillian Robertson,204.7111111111111,-80.91111111111111,1
224,UFC 297: Strickland vs. Du Plessis,Serhiy Sidey vs. Ramon Taveras,Ramon Taveras,Serhiy Sidey,18.0,-18.0,0
223,UFC 297: Strickland vs. Du Plessis,Charles Jourdain vs. Sean Woodson,Sean Woodson,Charles Jourdain,15.083333333333357,-53.0,0
222,UFC 297: Strickland vs. Du Plessis,Brad Katona vs. Garrett Armfield,Garrett Armfield,Brad Katona,74.0,-35.599999999999994,0
221,UFC 297: Strickland vs. Du Plessis,Arnold Allen vs. Movsar Evloev,Movsar Evloev,Arnold Allen,-254.51948051948048,74.28571428571428,0
220,UFC 297: Strickland vs. Du Plessis,Chris Curtis vs. Marc-Andre Barriault,Marc-Andre Barriault,Chris Curtis,-60.246753246753244,-116.44155844155844,1
219,UFC 297: Strickland vs. Du Plessis,Neil Magny vs. Mike Malott,Mike Malott,Neil Magny,97.36666666666665,238.75,1
218,UFC 297: Strickland vs. Du Plessis,Raquel Pennington vs. Mayra Bueno Silva,Mayra Bueno Silva,Raquel Pennington,137.87581699346404,15.973856209150313,1
217,UFC 297: Strickland vs. Du Plessis,Sean Strickland vs. Dricus Du Plessis,Dricus Du Plessis,Sean Strickland,-16.56666666666669,-5.5333333333333385,0
216,UFC Fight Night: Dolidze vs. Imavov,Thomas Petersen vs. Jamal Pogues,Jamal Pogues,Thomas Petersen,-46.0,-32.0,0
215,UFC Fight Night: Dolidze vs. Imavov,Landon Quinones vs. MarQuel Mederos,MarQuel Mederos,Landon Quinones,-212.0,-103.0,0
214,UFC Fight Night: Dolidze vs. Imavov,Luana Carolina vs. Julija Stoliarenko,Julija Stoliarenko,Luana Carolina,94.85714285714285,-61.714285714285666,1
213,UFC Fight Night: Dolidze vs. Imavov,JeongYeong Lee vs. Blake Bilder,Blake Bilder,JeongYeong Lee,-84.0,427.0,1
212,UFC Fight Night: Dolidze vs. Imavov,Themba Gorimbo vs. Pete Rodriguez,Pete Rodriguez,Themba Gorimbo,390.0,170.5,1
211,UFC Fight Night: Dolidze vs. Imavov,Azat Maksum vs. Charles Johnson,Charles Johnson,Azat Maksum,-30.0,-320.0,0
210,UFC Fight Night: Dolidze vs. Imavov,Molly McCann vs. Diana Belbita,Diana Belbita,Molly McCann,2.9848484848484844,-30.287878787878782,1
209,UFC Fight Night: Dolidze vs. Imavov,Gilbert Urbina vs. Charles Radtke,Charles Radtke,Gilbert Urbina,-408.0,22.5,0
208,UFC Fight Night: Dolidze vs. Imavov,Aliaskhab Khizriev vs. Makhmud Muradov,Makhmud Muradov,Aliaskhab Khizriev,54.166666666666686,-74.66666666666667,0
207,UFC Fight Night: Dolidze vs. Imavov,Viviane Araujo vs. Natalia Silva,Natalia Silva,Viviane Araujo,135.4,-32.25,0
206,UFC Fight Night: Dolidze vs. Imavov,Randy Brown vs. Muslim Salikhov,Muslim Salikhov,Randy Brown,63.28472222222222,91.41666666666667,1
205,UFC Fight Night: Dolidze vs. Imavov,Renato Moicano vs. Drew Dober,Drew Dober,Renato Moicano,1.1142857142857139,-29.778571428571425,1
204,UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze vs. Nassourdine Imavov,Nassourdine Imavov,Roman Dolidze,26.98214285714286,-145.3571428571429,0
203,UFC Fight Night: Hermansson vs. Pyfer,Daniel Marcos vs. Aoriqileng,Aoriqileng,Daniel Marcos,-68.83333333333331,-100.66666666666666,0
202,UFC Fight Night: Hermansson vs. Pyfer,Fernie Garcia vs. Hyder Amil,Hyder Amil,Fernie Garcia,-98.0,242.0,0
201,UFC Fight Night: Hermansson vs. Pyfer,Zac Pauga vs. Bogdan Guskov,Bogdan Guskov,Zac Pauga,219.0,-51.33333333333333,0
200,UFC Fight Night: Hermansson vs. Pyfer,Max Griffin vs. Jeremiah Wells,Jeremiah Wells,Max Griffin,-211.06666666666663,92.86666666666667,1
199,UFC Fight Night: Hermansson vs. Pyfer,Devin Clark vs. Marcin Prachnio,Marcin Prachnio,Devin Clark,201.0625,69.5,0
198,UFC Fight Night: Hermansson vs. Pyfer,Loma Lookboonmee vs. Bruna Brasil,Bruna Brasil,Loma Lookboonmee,-8.428571428571416,103.0,1
197,UFC Fight Night: Hermansson vs. Pyfer,Bolaji Oki vs. Timmy Cuamba,Timmy Cuamba,Bolaji Oki,-6.0,6.0,1
196,UFC Fight Night: Hermansson vs. Pyfer,Trevin Giles vs. Carlos Prates,Carlos Prates,Trevin Giles,131.16666666666666,66.75,0
195,UFC Fight Night: Hermansson vs. Pyfer,Rodolfo Vieira vs. Armen Petrosyan,Armen Petrosyan,Rodolfo Vieira,129.66666666666663,-173.08333333333334,1
194,UFC Fight Night: Hermansson vs. Pyfer,Michael Johnson vs. Darrius Flowers,Darrius Flowers,Michael Johnson,-24.25,2.9000000000000057,1
193,UFC Fight Night: Hermansson vs. Pyfer,Brad Tavares vs. Gregory Rodrigues,Gregory Rodrigues,Brad Tavares,12.114285714285714,90.09285714285714,0
192,UFC Fight Night: Hermansson vs. Pyfer,Robert Bryczek vs. Ihor Potieria,Ihor Potieria,Robert Bryczek,-4.75,52.25,0
191,UFC Fight Night: Hermansson vs. Pyfer,Dan Ige vs. Andre Fili,Andre Fili,Dan Ige,-19.60000000000001,50.35000000000001,1
190,UFC Fight Night: Hermansson vs. Pyfer,Jack Hermansson vs. Joe Pyfer,Joe Pyfer,Jack Hermansson,91.08333333333333,74.89583333333333,1
189,UFC 298: Volkanovski vs. Topuria,Andrea Lee vs. Miranda Maverick,Miranda Maverick,Andrea Lee,-66.63636363636363,-17.52272727272728,0
188,UFC 298: Volkanovski vs. Topuria,Oban Elliott vs. Val Woodburn,Val Woodburn,Oban Elliott,538.0,114.0,1
187,UFC 298: Volkanovski vs. Topuria,Josh Quinlan vs. Danny Barlow,Danny Barlow,Josh Quinlan,14.0,27.0,0
186,UFC 298: Volkanovski vs. Topuria,Zhang Mingyang vs. Brendson Ribeiro,Brendson Ribeiro,Zhang Mingyang,2.0,-2.0,1
185,UFC 298: Volkanovski vs. Topuria,Rinya Nakamura vs. Carlos Vera,Carlos Vera,Rinya Nakamura,3.0,-783.0,1
184,UFC 298: Volkanovski vs. Topuria,Marcos Rogerio de Lima vs. Junior Tafa,Junior Tafa,Marcos Rogerio de Lima,149.64705882352942,-661.5882352941177,1
183,UFC 298: Volkanovski vs. Topuria,Amanda Lemos vs. Mackenzie Dern,Mackenzie Dern,Amanda Lemos,-158.1,76.65,1
182,UFC 298: Volkanovski vs. Topuria,Anthony Hernandez vs. Roman Kopylov,Roman Kopylov,Anthony Hernandez,277.8095238095239,4.547619047619051,1
181,UFC 298: Volkanovski vs. Topuria,Merab Dvalishvili vs. Henry Cejudo,Henry Cejudo,Merab Dvalishvili,191.66433566433565,21.06293706293706,1
180,UFC 298: Volkanovski vs. Topuria,Geoff Neal vs. Ian Machado Garry,Ian Machado Garry,Geoff Neal,80.9,-181.3,0
179,UFC 298: Volkanovski vs. Topuria,Robert Whittaker vs. Paulo Costa,Paulo Costa,Robert Whittaker,26.674999999999997,20.325000000000003,1
178,UFC 298: Volkanovski vs. Topuria,Alexander Volkanovski vs. Ilia Topuria,Ilia Topuria,Alexander Volkanovski,65.52380952380955,10.904761904761912,0
177,UFC Fight Night: Moreno vs. Royval 2,Erik Silva vs. Muhammad Naimov,Muhammad Naimov,Erik Silva,154.0,435.0,0
176,UFC Fight Night: Moreno vs. Royval 2,Victor Altamirano vs. Felipe dos Santos,Felipe dos Santos,Victor Altamirano,134.5,149.75,0
175,UFC Fight Night: Moreno vs. Royval 2,Ronaldo Rodriguez vs. Denys Bondar,Denys Bondar,Ronaldo Rodriguez,143.0,144.5,1
174,UFC Fight Night: Moreno vs. Royval 2,Claudio Puelles vs. Fares Ziam,Fares Ziam,Claudio Puelles,155.0,-173.19047619047618,0
173,UFC Fight Night: Moreno vs. Royval 2,Edgar Chairez vs. Daniel Lacerda,Daniel Lacerda,Edgar Chairez,-40.0,242.0,1
172,UFC Fight Night: Moreno vs. Royval 2,Jesus Aguilar vs. Mateus Mendonca,Mateus Mendonca,Jesus Aguilar,-95.0,-90.5,1
171,UFC Fight Night: Moreno vs. Royval 2,Cristian Quinonez vs. Raoni Barcelos,Raoni Barcelos,Cristian Quinonez,-165.2,-12.700000000000003,0
